Date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,GU,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,PR,SC,SD,TN,TX,UT,VA,VI,VT,WA,WI,WV,WY
09-2002,157.63,152.31,151.84,174.19,158.96,239.9,144.54,188.12,144.12,170.9,165.57,164.5,112.45,170.18,165.16,165.68,150.37,166.96,159.99,170.85,201.45,155.19,162.8,188.73,207.01,166.04,150.87,204,155,155.95,173.58,183.67,169.88,159.62,149.07,158.12,159.46,154.55,204.33,139.99,162.91,164.5,155.06,172.59,155.84,153.72,201.83,156.03,164.5,148.18,170.4,186.57,147.32,192.3
10-2002,156.7,152.99,152.2,175.52,160.3,239.76,145.63,190.66,144.58,172.46,166.24,165.1,112.8,170.48,164.77,166.18,149.98,167.05,161.02,171.17,202.24,156.7,163.14,188.83,207.22,166.48,151.32,204.69,155.07,156.85,173.34,184.19,171.47,160.51,149.86,158.66,159.7,155.31,204.42,140.89,164.49,165.1,155.51,173.1,155.62,153.81,202.79,156.56,165.1,148.03,171.31,186.62,147.88,193.5
11-2002,155.78,153.67,152.57,176.84,161.64,239.62,146.73,193.21,145.04,174.03,166.91,165.7,113.14,170.77,164.38,166.68,149.58,167.15,162.05,171.49,203.03,158.21,163.47,188.92,207.42,166.92,151.77,205.38,155.14,157.75,173.1,184.72,173.05,161.4,150.65,159.19,159.94,156.06,204.51,141.78,166.06,165.7,155.96,173.61,155.4,153.9,203.75,157.09,165.7,147.87,172.21,186.68,148.43,194.71
12-2002,156.99,153.87,153.17,177.71,163.52,239.79,147.08,190.12,145.89,175.75,167.32,166.4,114.77,170.88,165.35,167.06,150.14,167.67,161.94,172.56,203.45,158.16,165.15,189.1,208.76,167.57,151.98,205.53,155.66,157.85,173.89,185.48,173.35,161.56,151.79,161.19,159.84,155.73,205.59,142.19,167.15,166.4,155.69,173.73,156.18,153.99,203.13,158.33,166.4,148.1,172.78,187.21,149.25,193.55
01-2003,158.2,154.06,153.78,178.58,165.4,239.96,147.44,187.04,146.74,177.48,167.73,167.1,116.41,171,166.32,167.43,150.69,168.18,161.83,173.63,203.88,158.11,166.84,189.27,210.09,168.22,152.18,205.69,156.18,157.95,174.68,186.25,173.64,161.72,152.93,163.2,159.74,155.4,206.68,142.6,168.25,167.1,155.41,173.84,156.96,154.07,202.51,159.58,167.1,148.32,173.34,187.74,150.08,192.39
02-2003,159.41,154.26,154.38,179.45,167.28,240.13,147.8,183.96,147.59,179.21,168.14,167.8,118.04,171.11,167.29,167.81,151.24,168.69,161.71,174.7,204.3,158.07,168.52,189.45,211.42,168.87,152.38,205.85,156.7,158.05,175.48,187.01,173.94,161.88,154.07,165.21,159.64,155.08,207.76,143,169.34,167.8,155.13,173.95,157.74,154.15,201.9,160.82,167.8,148.55,173.91,188.28,150.9,191.23
03-2003,161.03,155.09,155.28,180.95,169.9,241.5,149.72,192.64,149.17,181.15,168.56,169.4,118.2,172.18,168.26,169.84,152.03,169.44,163.12,175.09,207.43,161.63,170.02,190.5,213.74,169.92,152.79,209.4,157.34,159.06,176.28,190,177.42,163.3,155.63,166.02,161.3,156.5,210.08,144.78,172.92,169.4,156.29,175.62,158.58,154.98,203.54,163.12,169.4,149.92,175.35,189.99,152.38,194.99
04-2003,162.65,155.92,156.19,182.44,172.52,242.87,151.65,201.33,150.74,183.1,168.97,170.9,118.36,173.24,169.23,171.88,152.81,170.18,164.53,175.48,210.56,165.19,171.51,191.54,216.05,170.97,153.2,212.95,157.98,160.06,177.08,192.99,180.9,164.71,157.18,166.84,162.96,157.92,212.39,146.55,176.51,170.9,157.44,177.28,159.42,155.81,205.18,165.41,170.9,151.3,176.78,191.7,153.85,198.74
05-2003,164.27,156.76,157.1,183.94,175.14,244.23,153.58,210.02,152.32,185.05,169.39,172.5,118.52,174.3,170.2,173.91,153.59,170.92,165.94,175.86,213.69,168.75,173.01,192.59,218.36,172.02,153.61,216.5,158.61,161.07,177.89,195.98,184.38,166.13,158.74,167.66,164.62,159.35,214.71,148.33,180.09,172.5,158.6,178.95,160.25,156.64,206.83,167.71,172.5,152.67,178.22,193.42,155.33,202.5
06-2003,164.9,157.99,158.43,185.11,177.7,244.54,155.36,214.09,153.59,187.12,170.1,173.8,122.36,175.06,171.93,174.86,154.15,172.09,166.66,177.23,215.26,171.32,174.15,193.66,219.77,173.19,154.09,218.29,158.85,162.25,178.91,197.05,186.45,167.21,161.47,170.01,164.78,159.82,215.76,149.9,182.23,173.8,159.13,180.83,160.75,156.87,207.4,169.23,173.8,155.24,179.41,194.66,155.13,204.73
07-2003,165.53,159.22,159.77,186.28,180.27,244.85,157.14,218.17,154.86,189.2,170.81,175,126.21,175.82,173.66,175.81,154.72,173.26,167.38,178.59,216.82,173.89,175.29,194.74,221.18,174.35,154.56,220.07,159.09,163.44,179.93,198.11,188.53,168.29,164.21,172.36,164.95,160.29,216.81,151.46,184.36,175,159.67,182.7,161.24,157.11,207.97,170.74,175,157.81,180.61,195.91,154.92,206.95
08-2003,166.15,160.44,161.11,187.46,182.84,245.17,158.92,222.25,156.14,191.28,171.52,176.3,130.05,176.57,175.39,176.77,155.28,174.43,168.11,179.96,218.38,176.47,176.43,195.81,222.58,175.51,155.04,221.86,159.33,164.62,180.95,199.17,190.6,169.38,166.95,174.7,165.11,160.76,217.86,153.03,186.49,176.3,160.21,184.58,161.74,157.34,208.53,172.25,176.3,160.37,181.8,197.15,154.72,209.18
09-2003,167.43,159.98,161.07,189.33,185.83,244.98,159.29,219.71,157.6,193.54,171.54,177.1,132.52,176.51,174.9,177.49,155.28,174.16,168.12,180.43,220.21,177.55,179.58,195.53,223.44,175.79,154.79,222.44,159.54,164.82,180.48,200.83,192.05,170.14,169.87,176.35,165.24,160.9,219.05,153.01,188.69,177.1,160.15,183.94,162.36,157.27,208.13,173.64,177.1,161.16,182.64,197.88,154.85,208.53
10-2003,168.71,159.52,161.02,191.2,188.82,244.8,159.67,217.17,159.06,195.8,171.56,177.9,134.99,176.44,174.4,178.21,155.28,173.89,168.13,180.89,222.03,178.63,182.72,195.25,224.3,176.07,154.54,223.02,159.75,165.02,180.01,202.48,193.49,170.9,172.8,177.99,165.36,161.05,220.24,152.99,190.89,177.9,160.1,183.29,162.98,157.21,207.73,175.02,177.9,161.94,183.47,198.61,154.99,207.89
11-2003,169.99,159.06,160.98,193.07,191.81,244.61,160.04,214.63,160.52,198.07,171.58,178.7,137.46,176.38,173.91,178.93,155.29,173.62,168.13,181.36,223.86,179.71,185.86,194.97,225.16,176.35,154.29,223.6,159.96,165.22,179.54,204.14,194.94,171.66,175.72,179.64,165.48,161.2,221.43,152.97,193.09,178.7,160.05,182.65,163.61,157.14,207.33,176.41,178.7,162.73,184.31,199.34,155.12,207.25
12-2003,171.58,159.45,162.23,194.97,194.65,245.05,160.47,224.19,162.48,200.37,171.81,179.6,138.77,176.56,174.86,179.19,154.97,174.13,169.21,182.01,224.55,182.02,184.59,195.05,225.95,177.13,155.11,223.76,160.45,165.28,180.4,205.05,196.33,172.42,179.33,180.45,165.42,161.29,222.87,154.12,195.2,179.6,161.37,183.24,163.79,157.46,208.62,177.88,179.6,163.01,186.05,200.01,156.66,210.12
01-2004,173.17,159.83,163.49,196.87,197.5,245.49,160.89,233.75,164.44,202.67,172.05,180.6,140.08,176.74,175.81,179.45,154.65,174.63,170.29,182.66,225.23,184.34,183.32,195.14,226.75,177.91,155.94,223.93,160.94,165.34,181.25,205.95,197.72,173.17,182.94,181.27,165.36,161.37,224.31,155.26,197.32,180.6,162.7,183.84,163.98,157.79,209.91,179.36,180.6,163.28,187.79,200.68,158.21,212.98
02-2004,174.75,160.22,164.74,198.78,200.34,245.93,161.31,243.32,166.4,204.98,172.29,181.6,141.39,176.92,176.76,179.71,154.34,175.14,171.36,183.32,225.92,186.65,182.05,195.22,227.54,178.69,156.76,224.09,161.43,165.4,182.11,206.86,199.11,173.92,186.55,182.09,165.3,161.46,225.75,156.41,199.44,181.6,164.02,184.43,164.17,158.11,211.2,180.83,181.6,163.56,189.53,201.35,159.76,215.85
03-2004,175.82,161.44,165.84,201.38,205.43,248.86,164.59,246.26,167.4,208.76,173.43,184,145.06,178.77,180.05,181.8,156.16,177.12,171.98,185.03,229.07,190.64,186.11,196.77,229.83,180.01,157.88,228.78,163.06,167.92,182.45,209.71,202.9,175.87,193.6,184.38,166.91,163.31,228.4,158.88,202.19,184,164.44,185.86,165.53,159.21,212.91,183.89,184,168.55,192.34,203.07,160.74,217.1
04-2004,176.89,162.66,166.93,203.98,210.51,251.78,167.87,249.19,168.39,212.55,174.56,186.3,148.73,180.62,183.33,183.89,157.97,179.11,172.59,186.74,232.23,194.63,190.17,198.32,232.13,181.34,159.01,233.47,164.7,170.45,182.79,212.56,206.7,177.81,200.65,186.68,168.53,165.16,231.04,161.36,204.94,186.3,164.86,187.3,166.9,160.32,214.62,186.94,186.3,173.53,195.15,204.8,161.73,218.35
05-2004,177.95,163.88,168.02,206.59,215.59,254.7,171.14,252.13,169.38,216.33,175.7,188.7,152.4,182.47,186.62,185.98,159.79,181.1,173.21,188.45,235.39,198.61,194.23,199.86,234.42,182.67,160.13,238.17,166.33,172.97,183.13,215.41,210.5,179.76,207.7,188.98,170.14,167.01,233.69,163.84,207.69,188.7,165.28,188.73,168.26,161.43,216.33,190,188.7,178.52,197.96,206.53,162.72,219.6
06-2004,180.54,165.36,168.96,210.34,221.04,255.25,173.54,252.84,173.61,220.53,176.5,190.4,157.45,182.81,188.95,187.19,160.2,180.81,173.77,189.32,237.8,202.41,196.13,200.29,236.23,183.49,160.89,240.26,166.52,174.14,185.57,216.1,213.1,181.11,213.39,190.37,170.41,166.21,237.24,165.54,212.15,190.4,166.87,190.85,169.29,161.79,217.79,192.61,190.4,179.67,199.48,208.44,164.25,222.44
07-2004,183.14,166.85,169.9,214.08,226.48,255.8,175.94,253.55,177.84,224.74,177.31,192.2,162.49,183.15,191.29,188.4,160.61,180.52,174.34,190.2,240.22,206.21,198.03,200.72,238.05,184.31,161.65,242.35,166.72,175.3,188.02,216.78,215.7,182.47,219.09,191.77,170.68,165.41,240.79,167.25,216.6,192.2,168.45,192.96,170.32,162.16,219.25,195.22,192.2,180.81,201,210.34,165.77,225.28
08-2004,185.73,168.33,170.85,217.83,231.93,256.36,178.34,254.26,182.07,228.94,178.11,194,167.54,183.49,193.62,189.61,161.02,180.23,174.91,191.07,242.63,210.01,199.93,201.16,239.86,185.13,162.4,244.45,166.91,176.47,190.47,217.46,218.29,183.82,224.78,193.16,170.95,164.61,244.33,168.96,221.05,194,170.04,195.07,171.35,162.53,220.71,197.84,194,181.96,202.52,212.25,167.3,228.12
09-2004,186.01,168.41,171.62,221.34,234.55,255.57,178.32,263.1,182.88,232.31,178.55,194.9,167.51,184.34,193.4,189.82,160.66,180.43,175.57,191.43,242.76,211.64,200.48,201.03,239.72,185.61,162.01,244.69,167.7,176.98,189.56,219.58,220.22,184.51,226.9,195.12,170.75,165.97,245.98,170.07,220.97,194.9,170.37,193.97,171.35,162.6,221.93,199.68,194.9,183.67,204.46,212.53,168.32,227.85
10-2004,186.3,168.49,172.39,224.86,237.17,254.78,178.3,271.93,183.69,235.67,179,195.8,167.49,185.18,193.18,190.03,160.3,180.63,176.24,191.79,242.88,213.27,201.02,200.9,239.58,186.09,161.62,244.93,168.48,177.48,188.65,221.69,222.15,185.19,229.02,197.09,170.55,167.34,247.63,171.18,220.88,195.8,170.71,192.86,171.35,162.68,223.15,201.52,195.8,185.38,206.39,212.81,169.34,227.58
11-2004,186.58,168.57,173.16,228.37,239.79,253.99,178.28,280.76,184.51,239.04,179.45,196.7,167.46,186.03,192.96,190.23,159.94,180.83,176.91,192.15,243.01,214.9,201.57,200.77,239.44,186.58,161.23,245.18,169.26,177.99,187.74,223.8,224.08,185.88,231.15,199.06,170.35,168.7,249.28,172.28,220.79,196.7,171.05,191.75,171.35,162.75,224.36,203.37,196.7,187.09,208.32,213.1,170.36,227.31
12-2004,188.28,169.59,173.78,233.26,243.64,255.45,179.2,279.81,185.78,243.97,179.81,198,171.36,185.17,195.77,190.76,160.03,181,176.8,193.05,244.1,217.99,203.53,200.33,239.93,186.74,162.7,246.96,170.53,178.77,188.31,224.5,225.62,188.01,234.24,199.62,170.3,168.44,251.44,172.63,223.91,198,171.72,193.15,172.76,163.33,225.6,205.79,198,187.29,210.01,212.52,170.21,230.04
01-2005,189.97,170.6,174.41,238.16,247.5,256.91,180.11,278.85,187.05,248.9,180.18,199.2,175.26,184.31,198.58,191.28,160.12,181.16,176.7,193.94,245.19,221.08,205.5,199.89,240.43,186.91,164.18,248.74,171.8,179.56,188.88,225.2,227.16,190.14,237.33,200.19,170.24,168.18,253.6,172.98,227.04,199.2,172.4,194.56,174.18,163.91,226.84,208.21,199.2,187.5,211.69,211.94,170.05,232.76
02-2005,191.67,171.62,175.04,243.05,251.36,258.36,181.03,277.89,188.32,253.84,180.55,200.5,179.16,183.45,201.4,191.8,160.21,181.32,176.6,194.84,246.29,224.18,207.47,199.45,240.93,187.07,165.65,250.53,173.07,180.34,189.45,225.89,228.7,192.27,240.42,200.76,170.19,167.91,255.76,173.32,230.16,200.5,173.08,195.96,175.59,164.49,228.08,210.63,200.5,187.7,213.37,211.37,169.9,235.48
03-2005,194.2,172.94,176.18,252.32,256.84,260.98,184.13,291.93,191.57,259.98,182.39,203.3,183.71,186.26,204.31,194.18,161.52,183.43,178.15,196.67,249.07,229.83,209.46,201.04,243.47,189.27,166.4,255.98,174.04,182.09,189.82,228.56,232.72,194.98,246.74,202.02,172.06,169.98,260.78,176,231.21,203.3,174.63,198.3,176.85,165.91,231.16,214.32,203.3,191.36,217.84,214.46,172.42,237.33
04-2005,196.74,174.25,177.33,261.58,262.32,263.6,187.23,305.96,194.81,266.12,184.22,206,188.26,189.07,207.23,196.55,162.83,185.53,179.71,198.49,251.86,235.48,211.46,202.63,246.02,191.48,167.16,261.43,175.01,183.83,190.19,231.23,236.74,197.69,253.06,203.29,173.93,172.04,265.79,178.68,232.27,206,176.17,200.64,178.1,167.32,234.24,218.01,206,195.02,222.31,217.55,174.94,239.19
05-2005,199.27,175.56,178.48,270.85,267.8,266.22,190.33,319.99,198.05,272.26,186.06,208.8,192.8,191.88,210.14,198.93,164.14,187.63,181.27,200.31,254.65,241.14,213.45,204.22,248.56,193.68,167.91,266.87,175.98,185.58,190.57,233.89,240.76,200.4,259.38,204.56,175.81,174.11,270.81,181.36,233.32,208.8,177.71,202.98,179.35,168.74,237.32,221.7,208.8,198.68,226.78,220.65,177.46,241.04
06-2005,201.96,176.93,179.87,278.34,272.62,266.71,191.68,324.33,199.88,278.56,186.91,210.8,197.49,191.42,213.53,200.08,164.39,187.69,182.11,201.02,255.2,245.15,215.02,204.35,249.93,194.8,169.47,268.02,177.05,186.88,192.24,235.26,244.03,203.14,260.15,207.7,175.68,175.01,276.66,183.81,235.21,210.8,178.68,202.53,180.39,169.56,240.83,224.36,210.8,200.81,230.71,221.62,178.16,245.38
07-2005,204.64,178.3,181.25,285.84,277.44,267.21,193.03,328.66,201.7,284.86,187.75,212.7,202.17,190.96,216.92,201.24,164.64,187.74,182.94,201.72,255.75,249.16,216.6,204.48,251.3,195.92,171.03,269.17,178.12,188.18,193.91,236.63,247.31,205.88,260.91,210.83,175.55,175.91,282.51,186.26,237.09,212.7,179.64,202.07,181.43,170.37,244.34,227.02,212.7,202.93,234.65,222.6,178.85,249.72
08-2005,207.33,179.66,182.63,293.33,282.27,267.71,194.38,333,203.53,291.17,188.59,214.7,206.85,190.51,220.31,202.4,164.9,187.79,183.78,202.42,256.3,253.17,218.17,204.6,252.67,197.05,172.6,270.31,179.19,189.47,195.58,238,250.58,208.61,261.68,213.97,175.43,176.81,288.36,188.71,238.97,214.7,180.61,201.61,182.46,171.19,247.85,229.69,214.7,205.06,238.59,223.57,179.55,254.07
09-2005,207.16,180.72,183.71,296.5,282.96,268.69,194.19,329.27,205.27,294.45,189.7,215.4,205.05,190.81,223.34,202.96,165.25,187.77,183.63,206.3,254.69,253.76,218.27,203.46,252.66,196.98,174.41,272.05,180.36,190.76,194.89,237.66,251.27,210.71,264.88,214.01,175.28,177.17,291.3,188.95,238.21,215.4,182.6,203.85,183.46,171.65,250.96,231.07,215.4,205.57,240.01,223.22,179.71,255.06
10-2005,206.99,181.78,184.78,299.68,283.65,269.67,194,325.54,207.02,297.73,190.8,216.1,203.25,191.11,226.36,203.52,165.6,187.75,183.48,210.19,253.09,254.36,218.36,202.32,252.65,196.91,176.23,273.78,181.53,192.04,194.19,237.32,251.97,212.81,268.09,214.05,175.14,177.52,294.25,189.19,237.46,216.1,184.6,206.09,184.46,172.1,254.08,232.45,216.1,206.09,241.42,222.87,179.86,256.05
11-2005,206.82,182.84,185.86,302.85,284.35,270.64,193.81,321.82,208.77,301.02,191.9,216.9,201.44,191.42,229.38,204.09,165.96,187.73,183.33,214.07,251.48,254.96,218.46,201.17,252.64,196.84,178.04,275.52,182.7,193.33,193.5,236.97,252.66,214.91,271.29,214.08,174.99,177.88,297.2,189.42,236.71,216.9,186.59,208.34,185.45,172.55,257.19,233.84,216.9,206.61,242.84,222.52,180.01,257.04
12-2005,207.96,184.26,186.1,306.96,284.87,270.32,194.25,321.85,211.15,303.35,192.01,217.6,206.74,191.73,231.26,204.3,165.39,188.84,184.32,215.64,251.31,256.58,218.17,199.51,252.24,197.79,178.32,278.49,184.07,191.83,193.19,236.08,253.23,216.71,272.78,214.26,174.54,178.24,299.6,190.46,236.05,217.6,186.96,207.2,186.68,173.42,259.71,235.77,217.6,204.85,245.55,222.8,181.03,260.46
01-2006,209.1,185.68,186.34,311.06,285.39,269.99,194.68,321.88,213.52,305.67,192.12,218.3,212.04,192.05,233.14,204.52,164.82,189.95,185.3,217.21,251.15,258.21,217.87,197.86,251.84,198.74,178.6,281.45,185.45,190.32,192.88,235.19,253.8,218.5,274.28,214.44,174.09,178.59,302.01,191.5,235.39,218.3,187.32,206.06,187.91,174.28,262.23,237.69,218.3,203.08,248.27,223.09,182.05,263.88
02-2006,210.24,187.1,186.59,315.17,285.92,269.67,195.11,321.91,215.9,308,192.22,218.9,217.35,192.36,235.01,204.73,164.26,191.06,186.28,218.78,250.98,259.84,217.58,196.2,251.43,199.69,178.87,284.42,186.82,188.82,192.57,234.3,254.37,220.3,275.77,214.62,173.64,178.95,304.41,192.53,234.74,218.9,187.68,204.93,189.13,175.15,264.75,239.62,218.9,201.32,250.99,223.37,183.06,267.31
03-2006,213.3,189.06,187.92,317.75,286.78,272.32,197.07,322.27,215.55,309.58,193.88,220.7,215.28,193.9,240.66,207.04,165.8,192.14,187.02,220.61,250.57,263.12,217.95,197.6,252.91,200.58,181.27,287.69,188.05,192.99,194.83,235.96,256.71,223.59,275.25,216.21,175.28,181.13,309.96,193.68,236.61,220.7,189.45,207.58,190.98,176.56,269.25,241.93,220.7,205.77,255.09,224.88,184.01,269.27
04-2006,216.35,191.01,189.25,320.34,287.64,274.97,199.03,322.62,215.2,311.16,195.54,222.4,213.21,195.43,246.32,209.36,167.34,193.21,187.76,222.45,250.15,266.39,218.31,199.01,254.38,201.47,183.66,290.96,189.28,197.16,197.09,237.61,259.04,226.88,274.74,217.79,176.92,183.32,315.52,194.83,238.48,222.4,191.22,210.22,192.83,177.98,273.76,244.25,222.4,210.21,259.19,226.38,184.96,271.24
05-2006,219.41,192.96,190.59,322.92,288.51,277.63,200.99,322.97,214.85,312.74,197.2,224.1,211.14,196.97,251.97,211.68,168.87,194.28,188.5,224.28,249.74,269.67,218.68,200.41,255.86,202.36,186.05,294.23,190.51,201.34,199.35,239.27,261.38,230.18,274.23,219.37,178.56,185.5,321.08,195.98,240.35,224.1,192.99,212.87,194.68,179.39,278.26,246.56,224.1,214.66,263.29,227.88,185.91,273.2
06-2006,219.65,193.89,191.15,320.92,286.71,277.14,199.92,329.5,216.72,312.77,197.47,224.2,211.29,197.43,252.05,211.72,169.23,194.93,188.95,225.78,248.79,268.86,218.9,199.53,255.36,203.49,186.66,297.16,191.62,201.71,199.83,237.84,260.6,231.95,273.93,218.91,178.09,185.53,324.06,197.08,238.7,224.2,193.02,213.29,195.02,180.29,282.22,246.11,224.2,214.01,265.27,228.26,186.62,275.82
07-2006,219.9,194.81,191.71,318.91,284.91,276.66,198.86,336.02,218.59,312.8,197.74,224.3,211.43,197.89,252.13,211.77,169.59,195.58,189.4,227.29,247.85,268.06,219.13,198.64,254.86,204.63,187.27,300.09,192.72,202.07,200.32,236.4,259.83,233.72,273.64,218.46,177.62,185.55,327.05,198.17,237.05,224.3,193.05,213.72,195.37,181.19,286.17,245.66,224.3,213.36,267.25,228.64,187.34,278.44
08-2006,220.15,195.74,192.27,316.91,283.12,276.18,197.79,342.54,220.47,312.82,198.01,224.5,211.57,198.36,252.21,211.82,169.95,196.23,189.85,228.8,246.91,267.25,219.36,197.75,254.36,205.76,187.88,303.02,193.83,202.44,200.8,234.96,259.05,235.5,273.34,218,177.15,185.58,330.04,199.27,235.4,224.5,193.08,214.14,195.71,182.09,290.12,245.2,224.5,212.7,269.23,229.02,188.06,281.07
09-2006,219.73,196.01,192.68,317.88,279.92,276.36,196.48,339.31,221.12,312.33,198.71,224,211.32,197.63,254.33,211.14,169.05,196.04,189.49,229.29,244.8,266.8,218.81,195.87,252.75,204.46,189.05,302.98,194.94,202.05,199.49,232.59,257.82,236.56,271.3,218,176.08,185.58,328.71,198.8,235.85,224,194.78,213.96,196.41,182.6,293.8,245.88,224,214.17,269.6,228.02,186.97,284.72
10-2006,219.32,196.29,193.1,318.85,276.72,276.55,195.18,336.07,221.77,311.84,199.41,223.6,211.06,196.89,256.45,210.46,168.16,195.86,189.14,229.78,242.69,266.36,218.25,193.99,251.14,203.16,190.22,302.94,196.06,201.67,198.18,230.21,256.58,237.62,269.25,217.99,175.02,185.58,327.37,198.34,236.3,223.6,196.49,213.78,197.12,183.11,297.47,246.56,223.6,215.63,269.97,227.01,185.89,288.37
11-2006,218.9,196.57,193.52,319.82,273.52,276.73,193.87,332.83,222.42,311.34,200.11,223.1,210.8,196.16,258.57,209.78,167.26,195.67,188.79,230.28,240.58,265.91,217.69,192.11,249.52,201.86,191.39,302.9,197.18,201.28,196.87,227.83,255.34,238.68,267.21,217.99,173.96,185.58,326.04,197.87,236.75,223.1,198.19,213.61,197.82,183.63,301.14,247.23,223.1,217.1,270.35,226,184.8,292.03
12-2006,219.09,196.94,192.8,319.42,272.97,275.95,194.85,333.16,220.95,309.94,199.49,223.2,213.1,196.42,258.44,210.68,167.38,195.78,188.65,231.17,239.87,267.14,217.37,190.77,250.03,202.51,192.37,303.88,197.73,201.82,196.55,228.72,255.39,239.35,266.43,217.03,173.35,187.11,328.58,198.04,232.46,223.2,198.07,214.25,198.16,184.36,303.37,247.75,223.2,214.64,272.92,225.59,187.1,292.51
01-2007,219.27,197.32,192.08,319.01,272.42,275.16,195.82,333.49,219.48,308.53,198.88,223.2,215.39,196.67,258.32,211.59,167.51,195.89,188.52,232.06,239.16,268.36,217.04,189.42,250.54,203.16,193.35,304.85,198.29,202.37,196.23,229.6,255.44,240.03,265.65,216.07,172.75,188.63,331.12,198.21,228.18,223.2,197.94,214.89,198.5,185.09,305.59,248.26,223.2,212.18,275.5,225.18,189.41,293
02-2007,219.46,197.69,191.37,318.61,271.87,274.37,196.8,333.81,218.01,307.13,198.27,223.3,217.69,196.92,258.2,212.49,167.63,196,188.39,232.94,238.45,269.58,216.71,188.07,251.05,203.82,194.32,305.82,198.85,202.91,195.91,230.49,255.49,240.7,264.87,215.11,172.15,190.15,333.65,198.38,223.9,223.3,197.82,215.54,198.84,185.83,307.82,248.78,223.3,209.72,278.08,224.77,191.72,293.49
03-2007,223.12,199.66,193.03,317.82,271.43,276.97,197.54,338.09,218.67,307.14,200.33,224.5,216.59,198.03,261.66,212.92,168.95,197.97,190.27,234.15,239.87,270.8,217.94,188.85,251.92,204.72,194.54,309.58,199.91,204.86,198.32,231.83,256.62,242.06,264.42,217.01,173.65,190.44,336.78,200.29,225.71,224.5,199.47,216.49,200.95,187.35,312.87,250.08,224.5,212.34,279.46,226.67,191.39,296.51
04-2007,226.78,201.62,194.69,317.02,270.99,279.57,198.28,342.36,219.34,307.15,202.39,225.7,215.5,199.14,265.12,213.35,170.28,199.93,192.16,235.36,241.3,272.01,219.16,189.62,252.79,205.62,194.76,313.33,200.97,206.82,200.72,233.18,257.76,243.41,263.98,218.91,175.15,190.73,339.91,202.2,227.53,225.7,201.11,217.43,203.05,188.87,317.91,251.38,225.7,214.95,280.85,228.58,191.07,299.52
05-2007,230.45,203.59,196.34,316.22,270.55,282.17,199.01,346.64,220,307.16,204.45,226.9,214.4,200.25,268.58,213.78,171.6,201.89,194.05,236.57,242.72,273.23,220.39,190.39,253.67,206.53,194.98,317.08,202.03,208.78,203.13,234.52,258.89,244.77,263.53,220.81,176.65,191.01,343.04,204.1,229.35,226.9,202.76,218.38,205.15,190.39,322.96,252.69,226.9,217.57,282.23,230.49,190.75,302.54
06-2007,229.11,203.4,196.19,314.76,265.76,281.41,199.44,346.99,221.14,301.62,203.41,225.9,214.66,201.23,267.28,213.06,171.81,201.57,193.58,237.24,241.14,271.54,219.73,187.86,252.3,207.23,194.12,316.93,202.57,209.78,202.45,232.66,257.35,244.51,260.32,220.73,175.99,192.82,342,203.57,227.6,225.9,202.82,219.03,204.94,190.65,323.81,251.69,225.9,217.96,283.1,230,192.5,305.55
